Title,Total Price (PLN),Price per SQM (PLN),Rooms,Area (SQM),URL
Komfortowe 3 pokoje | Gocław | klimatyzacja,859000,15339,3,56,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-goclaw-klimatyzacja-ID4AMrT
Apartament z ogrodem | Marina Mokotów II I 119m2,3390000,28487,4,119,https://www.otodom.pl/pl/oferta/apartament-z-ogrodem-marina-mokotow-ii-i-119m2-ID4BeQT
Gotowe do wprowadzenia 3 pokoje | Top lokalizacja,995000,17736,3,56.1,https://www.otodom.pl/pl/oferta/gotowe-do-wprowadzenia-3-pokoje-top-lokalizacja-ID4AFLE
Port Praski,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/port-praski-ID4AzSt
3-pokojowe mieszkanie 59m2 + loggia Bezpośrednio,1648824,27600,3,59.74,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-loggia-bezposrednio-ID4AANL
2-pokojowe mieszkanie 52m2 + balkon,1404687,26700,2,52.61,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-52m2-balkon-ID4AAO7
Zakątek Włochy,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/zakatek-wlochy-ID4zETn
3-pokojowe mieszkanie 51m2 + balkon,864136,16621,3,51.99,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51m2-balkon-ID4zEUu
4-pokojowe mieszkanie 78m2 + loggia,1271776,16135,4,78.82,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-78m2-loggia-ID4zEUN
2-pokojowe mieszkanie 45m2 + ogródek Bez Prowizji,759588,16621,2,45.7,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-ogrodek-bez-prowizji-ID4zETK
Stylowe 3 pokojowe 93m² I ogródek I Marina,2205000,23799,3,93,https://www.otodom.pl/pl/oferta/stylowe-3-pokojowe-93m-i-ogrodek-i-marina-ID4BIPL
Kamienica | Ostatnie piętro | Parking,4990000,27952,5,178.52,https://www.otodom.pl/pl/oferta/kamienica-ostatnie-pietro-parking-ID4xhzL
★4 pokojowy Apartament na Wilanowie★,26686,N/A,4,105.87,https://www.otodom.pl/pl/oferta/4-pokojowy-apartament-na-wilanowie-ID4BEWg
GOTOWIEC INWESTYCYJNY | 2 pokoje po remoncie + klima | METRO | Praga,669000,18081,2,37,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-2-pokoje-po-remoncie-klima-metro-praga-ID4BFE4
Mieszkanie w kamienicy | W pobliżu Hali Mirowskiej,1570000,27385,3,57.33,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-w-poblizu-hali-mirowskiej-ID4xkjT
Bielany. Dwa pokoje. Balkon. Metro.,600000,16367,2,36.66,https://www.otodom.pl/pl/oferta/bielany-dwa-pokoje-balkon-metro-ID4BNcl
Villa Bianca | Dwustronne | 2 balkony,1990000,19703,3,101,https://www.otodom.pl/pl/oferta/villa-bianca-dwustronne-2-balkony-ID4B36a
84m2|Metro Stokłosy|Ciche|Duża loggia,1093300,13000,4,84.1,https://www.otodom.pl/pl/oferta/84m2-metro-stoklosy-ciche-duza-loggia-ID4BNcd
Przestronne 80 m² z loggią | cisza | dla rodziny,1229000,15173,3,80,https://www.otodom.pl/pl/oferta/przestronne-80-m-z-loggia-cisza-dla-rodziny-ID4Bmhr
Spokojna okolica | Prestiż | Fort Bema | Cisza,3220000,23745,5,135.61,https://www.otodom.pl/pl/oferta/spokojna-okolica-prestiz-fort-bema-cisza-ID4B870
Hit! 3 pokoje w super cenie | Bez prowizji,13820,N/A,3,59.72,https://www.otodom.pl/pl/oferta/hit-3-pokoje-w-super-cenie-bez-prowizji-ID4BNc5
Mieszkanie w sąsiedztwie Parku Szczęśliwickiego,849000,19991,2,42.47,https://www.otodom.pl/pl/oferta/mieszkanie-w-sasiedztwie-parku-szczesliwickiego-ID4BNbO
Kawalerka dla INWESTORA + Umów DNI OTWARTE + 15min do CENTRUM _ ZOBACZ,455000,15167,1,30,https://www.otodom.pl/pl/oferta/kawalerka-dla-inwestora-umow-dni-otwarte-15min-do-centrum-zobacz-ID4BBW5
Nowe 2 pokoje + Umów DNI OTWARTE +GARAŻ/BOKS + 15min do CENTRUM/ METRO,523100,14946,2,35,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-umow-dni-otwarte-garaz-boks-15min-do-centrum-metro-ID4BBSI
3-pokojowe mieszkanie 73m2 + balkon,921906,12548,3,73.47,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-73m2-balkon-ID4vNnf
Wyjątkowo Klimatyczne 4-Ro Pokojowe Dużo Zieleni,995000,15694,4,63.4,https://www.otodom.pl/pl/oferta/wyjatkowo-klimatyczne-4-ro-pokojowe-duzo-zieleni-ID4Bu0u
47 M 1piętro/4 obok stacji metra Wawrzyszew,649000,13809,3,47,https://www.otodom.pl/pl/oferta/47-m-1pietro-4-obok-stacji-metra-wawrzyszew-ID4BNbt
Przestronny apartament 137m w zielonej okolicy,3000000,21772,4,137.79,https://www.otodom.pl/hpr/pl/oferta/przestronny-apartament-137m-w-zielonej-okolicy-ID4BNe6
"3 pokoje 54m2 + taras 50m2 SOHO by Yareal, klimatyzacja, parking, NEON",1350000,25000,3,54,https://www.otodom.pl/pl/oferta/3-pokoje-54m2-taras-50m2-soho-by-yareal-klimatyzacja-parking-neon-ID4BLYz
Piękna kawalerka w dobrym punkcie*Narożna*Widna*Możliwe 2 pok*BEZPOŚR,472000,16978,1,27.8,https://www.otodom.pl/pl/oferta/piekna-kawalerka-w-dobrym-punkcienaroznawidnamozliwe-2-pokbezposr-ID4BFHq
"3 pokojowe mieszkanie 74,71 m2 | ul. Silnikowa 12 | nowa inwestycja",1050000,14054,3,74.71,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-74-71-m2-ul-silnikowa-12-nowa-inwestycja-ID4BFnM
Reprezentacyjny apartament-taras 70m2- 2 m. garażowe - w cenie. OKAZJA,2250000,16917,4,133,https://www.otodom.pl/pl/oferta/reprezentacyjny-apartament-taras-70m2-2-m-garazowe-w-cenie-okazja-ID4BNbl
Chmielna | Centrum Warszawy | Varso Tower | 51.4m2 | Umeblowane,940000,18288,2,51.4,https://www.otodom.pl/pl/oferta/chmielna-centrum-warszawy-varso-tower-51-4m2-umeblowane-ID4BNb8
"mieszkanie 3pokojowe z garderoba, Warszawa Ursus, jasne, zadbane, duże",1125000,16544,3,68,https://www.otodom.pl/pl/oferta/mieszkanie-3pokojowe-z-garderoba-warszawa-ursus-jasne-zadbane-duze-ID4Bh9H
543/16295/OMS,1049145,17250,3,60.82,https://www.otodom.pl/pl/oferta/543-16295-oms-ID4BNbe
"Bezpośrednio, 2 pokoje Ostoja Wilanów . Ciche, jasne, widok na rzeczkę",929000,21605,2,43,https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-ostoja-wilanow-ciche-jasne-widok-na-rzeczke-ID4BNaR
Comfort City - Koral,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/comfort-city-koral-ID4ui3f
3-pokojowe mieszkanie 58m2 + balkon,854842,14688,3,58.2,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-balkon-ID4uC89
2-pokojowe mieszkanie 37m2 + balkon Bezpośrednio,564959,15228,2,37.1,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-bezposrednio-ID4uC76
Najwyższe piętro | Jedyne mieszkanie na piętrze,1990000,19025,4,104.6,https://www.otodom.pl/pl/oferta/najwyzsze-pietro-jedyne-mieszkanie-na-pietrze-ID4BkVK
Zaraz GOTOWE 2 pokoje + Idealne pod Inwestycje + 15min CENTRUM_ ZOBACZ,491300,14888,2,33,https://www.otodom.pl/pl/oferta/zaraz-gotowe-2-pokoje-idealne-pod-inwestycje-15min-centrum-zobacz-ID4BNaK
"Kamienica, Widne, Rozkładowe, Centrum, Elektoralna",1109000,22180,2,50,https://www.otodom.pl/pl/oferta/kamienica-widne-rozkladowe-centrum-elektoralna-ID4Bmhp
Kawalerka na Nowolipkach | Klimatyzacja | Piwnica,625000,23674,1,26.4,https://www.otodom.pl/pl/oferta/kawalerka-na-nowolipkach-klimatyzacja-piwnica-ID4zqVr
Słoneczne 2 pokojowe z 2 przestronnymi tarasami,1229000,25031,2,49.1,https://www.otodom.pl/pl/oferta/sloneczne-2-pokojowe-z-2-przestronnymi-tarasami-ID4BDQZ
3-pokojowe mieszkanie w kameralnej kamienicy - Stara Saska Kępa,1910000,28627,3,66.72,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-w-kameralnej-kamienicy-stara-saska-kepa-ID4zc2a
Przytulne i funkcjonalne 2-pokojowe mieszkanie - 10 metrów balkon,653000,14878,2,43.89,https://www.otodom.pl/pl/oferta/przytulne-i-funkcjonalne-2-pokojowe-mieszkanie-10-metrow-balkon-ID4BpZ1
Funkcjonalne 3 pokoje | Metro Marymont | Piwnica,740000,14341,3,51.6,https://www.otodom.pl/pl/oferta/funkcjonalne-3-pokoje-metro-marymont-piwnica-ID4BNac
Narożny Penthouse z tarasem na ostatnim piętrze,2000000,26667,3,75,https://www.otodom.pl/pl/oferta/narozny-penthouse-z-tarasem-na-ostatnim-pietrze-ID4BdTK
Nowe 3 pokoje + GARAŻ/BOKS + Obok SKM + Umów DNI OTWARTE Z RABATAMI,702950,14645,3,48,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-garaz-boks-obok-skm-umow-dni-otwarte-z-rabatami-ID4BN9V
Komfortowe 4 pokoje-bez prowizji !,1525671,16501,4,92.46,https://www.otodom.pl/pl/oferta/komfortowe-4-pokoje-bez-prowizji-ID4Bs7I
***WYKOŃCZONE mieszkanie z 5% rabatem_Ogrzewanie podłogowe_OKAZJA !,14393,N/A,2,37.68,https://www.otodom.pl/pl/oferta/wykonczone-mieszkanie-z-5-rabatem-ogrzewanie-podlogowe-okazja-ID4BN9R
Duży taras | Wysoki standard wykończenia,1690000,21043,4,80.31,https://www.otodom.pl/pl/oferta/duzy-taras-wysoki-standard-wykonczenia-ID4B0bE
Dwupoziomowy apartament z ogrodem i automatyką,1555000,16656,3,93.36,https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-z-ogrodem-i-automatyka-ID4BN9E
Nowe 2 pokoje | blisko Metro| bez prowizji,13940,N/A,2,33.44,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-blisko-metro-bez-prowizji-ID4BN9D
Nowe 2 pokoje + GARAŻ/BOKS! + Obok SKM/METRO + Umów DNI OTWARTE_ZOBACZ,631020,15504,2,40.7,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-garaz-boks-obok-skm-metro-umow-dni-otwarte-zobacz-ID4BN9x
"Przestrzeń, Światło i Horyzont M Księcia Janusza",1297000,18797,3,69,https://www.otodom.pl/pl/oferta/przestrzen-swiatlo-i-horyzont-m-ksiecia-janusza-ID4B3jo
Na sprzedaż 3-pokojowe mieszkanie na zamkniętym os,863500,13492,3,64,https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pokojowe-mieszkanie-na-zamknietym-os-ID4BN8x
3 pokoje przy Metrze Bemowo. ostatnie piętro. Możliwe 4 pokoje,1179000,19016,3,62,https://www.otodom.pl/pl/oferta/3-pokoje-przy-metrze-bemowo-ostatnie-pietro-mozliwe-4-pokoje-ID4BfQT
Cicha oaza w sercu Starej Ochoty | 2 pokoje | Projekt architekta,906000,19912,2,45.5,https://www.otodom.pl/pl/oferta/cicha-oaza-w-sercu-starej-ochoty-2-pokoje-projekt-architekta-ID4BAye
2-pokojowe mieszkanie 37m2 + balkon Bezpośrednio,N/A,N/A,2,37.03,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-bezposrednio-ID4umHU
Osiedle Omulewska,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/osiedle-omulewska-ID4zGJT
4-pokojowe mieszkanie 80m2 + balkon Bez Prowizji,1483145,18500,4,80.17,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-80m2-balkon-bez-prowizji-ID4zPwP
3-pokojowe mieszkanie 57m2 + taras Bezpośrednio,1020296,17800,3,57.32,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-taras-bezposrednio-ID4zGKI
2-pokojowe mieszkanie 36m2 + taras Bezpośrednio,801240,22000,2,36.42,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-taras-bezposrednio-ID4zGLJ
1-pokojowe mieszkanie 29m2 + loggia Bez Prowizji,670283,22900,1,29.27,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-bez-prowizji-ID4zGKk
Piano Forte,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/piano-forte-ID4Ah7Y
4-pokojowe mieszkanie 91m2 + balkon,3082361,33872,4,91,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-91m2-balkon-ID4Ah86
3-pokojowe mieszkanie 73m2 + balkon Bez Prowizji,2018713,27302,3,73.94,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-73m2-balkon-bez-prowizji-ID4Ah8y
2-pokojowe mieszkanie 52m2 + ogródek Bezpośrednio,1434268,27159,2,52.81,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-52m2-ogrodek-bezposrednio-ID4Ah8C
1-pokojowe mieszkanie 42m2 + loggia Bezpośrednio,1354120,31922,1,42.42,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-42m2-loggia-bezposrednio-ID4Ah8s
Reprezentacyjny apartament-taras 70m2- 2 m. garażowe - w cenie. OKAZJA,2250000,16917,4,133,https://www.otodom.pl/hpr/pl/oferta/reprezentacyjny-apartament-taras-70m2-2-m-garazowe-w-cenie-okazja-ID4BNbl
"KAWALERKA -GÓRNY MOKOTÓW ,SGH, PARK MORSKIE OKO, PARKING",549000,19607,1,28,https://www.otodom.pl/pl/oferta/kawalerka-gorny-mokotow-sgh-park-morskie-oko-parking-ID4BMwA
"3 pokoje+duży taras 132 m² |gotowe do odbioru |cicha, zielona okolica",990000,19220,3,132,https://www.otodom.pl/pl/oferta/3-pokoje-duzy-taras-132-m-gotowe-do-odbioru-cicha-zielona-okolica-ID4BuhT
4-pokojowy apartament 123m2 + loggia Bezpośrednio,N/A,N/A,4,123.35,https://www.otodom.pl/pl/oferta/4-pokojowy-apartament-123m2-loggia-bezposrednio-ID4uhHY
MEGA klimatyczne mieszkanie w 100letniej kamienicy przy parku,917000,15810,3,58,https://www.otodom.pl/pl/oferta/mega-klimatyczne-mieszkanie-w-100letniej-kamienicy-przy-parku-ID4BkNX
Metro | Tramwaj | Wisła | możliwe 3 pokoje!,749000,13399,3,55.9,https://www.otodom.pl/pl/oferta/metro-tramwaj-wisla-mozliwe-3-pokoje-ID4BurN
dobrze doświetlone- spokojna zielona okolica,1412687,16641,4,84.89,https://www.otodom.pl/pl/oferta/dobrze-doswietlone-spokojna-zielona-okolica-ID4BGVl
Słoneczne 3 pokoje z balkonem na Mokotowie.,1760000,25607,3,68.73,https://www.otodom.pl/pl/oferta/sloneczne-3-pokoje-z-balkonem-na-mokotowie-ID4BDRu
Mieszkanie 2-pokojowe z balkonem na Pradze-Południe,945000,17710,2,53.36,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-balkonem-na-pradze-poludnie-ID4BN8K
Słoneczny apartament przy Wola Park,1625000,21959,3,74,https://www.otodom.pl/pl/oferta/sloneczny-apartament-przy-wola-park-ID4AGH7
Mieszkanie przy Łazienkach Królewskich,2300000,40210,2,57.2,https://www.otodom.pl/pl/oferta/mieszkanie-przy-lazienkach-krolewskich-ID4BvRy
Apartament 186m2 w zrewitalizowanej kamienicy przy Koszykach FRONT,4550000,24462,6,186,https://www.otodom.pl/pl/oferta/apartament-186m2-w-zrewitalizowanej-kamienicy-przy-koszykach-front-ID4AiRC
2 Pok | Wum-UW-Aps | Miejsce Postojowe | Park,530700,14500,2,36.6,https://www.otodom.pl/pl/oferta/2-pok-wum-uw-aps-miejsce-postojowe-park-ID4AAxH
"Nowe, wykończone 2 pokoje, 37 m2 ul. Wołoska",828999,22442,2,36.94,https://www.otodom.pl/pl/oferta/nowe-wykonczone-2-pokoje-37-m2-ul-woloska-ID4BgKi
"3pok|64,06m2|Duży balkon+ganek|Świetna lokalizacja Bora-Komorowskiego|",770000,12020,3,64.06,https://www.otodom.pl/pl/oferta/3pok-64-06m2-duzy-balkon-ganek-swietna-lokalizacja-bora-komorowskiego-ID4AbLI
"Blisko metra, osobna widna kuchnia",400000,16327,1,24.5,https://www.otodom.pl/pl/oferta/blisko-metra-osobna-widna-kuchnia-ID4BdY9
"Przytulne, słoneczne 2 pokoje na Gocławiu – inwestycja Nordic Living",890000,19690,2,45.2,https://www.otodom.pl/pl/oferta/przytulne-sloneczne-2-pokoje-na-goclawiu-inwestycja-nordic-living-ID4AY2w
1-pokojowe mieszkanie 29m2 + balkon Bezpośrednio,531168,17993,1,29.52,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bezposrednio-ID4umeq
Ursus Mieszkanie 3 pokoje,639000,13801,3,46.3,https://www.otodom.pl/pl/oferta/ursus-mieszkanie-3-pokoje-ID4Ab9N
3-pokojowe mieszkanie 56m2 + balkon Bezpośrednio,956853,17071,3,56.05,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-balkon-bezposrednio-ID4umDk
2-pokojowe mieszkanie 35m2 + balkon,N/A,N/A,2,35.73,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4AQ9d
Ładne mieszkanie na wysokim parterze.,680000,12364,3,55,https://www.otodom.pl/pl/oferta/ladne-mieszkanie-na-wysokim-parterze-ID4BN8b
"Mieszkanie, 101,35 m², Warszawa",2390000,23582,3,101.35,https://www.otodom.pl/pl/oferta/mieszkanie-101-35-m-warszawa-ID4BAHt
"wyjątkowy APARTAMENT 86m2 ""Premium Point"" WYSOKI STANDARD prywatnie",1350000,15698,3,86,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-86m2-premium-point-wysoki-standard-prywatnie-ID4ByQQ
Metro Art,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/metro-art-ID4umt4
3-pokojowe mieszkanie 54m2 + 2 balkony,989538,18084,3,54.72,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-2-balkony-ID4BN7V
3-pokojowe mieszkanie 46m2 + balkon,853216,18200,3,46.88,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-46m2-balkon-ID4BN7W
4-pokojowe mieszkanie 63m2 + ogródek,1020667,16117,4,63.33,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-63m2-ogrodek-ID4BN7U
1-pokojowe mieszkanie 26m2 + ogródek Bezpośrednio,531625,19844,1,26.79,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-ogrodek-bezposrednio-ID4BN7S
Prestiżowe studio na sprzedaż | Metro Daszyńskiego | 14 piętro,1269000,35348,1,35.9,https://www.otodom.pl/pl/oferta/prestizowe-studio-na-sprzedaz-metro-daszynskiego-14-pietro-ID4BETd
"Słoneczne, Jasne I Przestronne – Marina Mokotów",2090000,28351,3,73.72,https://www.otodom.pl/pl/oferta/sloneczne-jasne-i-przestronne-marina-mokotow-ID4ATSO
Dwupokojowe mieszkanie z balkonem w Wilanowie,1170000,21366,2,54.76,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-balkonem-w-wilanowie-ID4BN7I
"Na sprzedaż 3 pokoje | 61,3 m² | Mokotów | Loggia | Garaż podziemny",1290000,21044,3,61.3,https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pokoje-61-3-m-mokotow-loggia-garaz-podziemny-ID4BC4C
Słoneczne 3 Pokoje Z Klimatyzacją W 19. Dzielnicy,1920000,29772,3,64.49,https://www.otodom.pl/pl/oferta/sloneczne-3-pokoje-z-klimatyzacja-w-19-dzielnicy-ID4BFEl
"Mieszkanie 2 pok., duży ogródek + komórka + miejsce w garażu.",780000,16414,2,47.52,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-duzy-ogrodek-komorka-miejsce-w-garazu-ID4BAJQ
"Bródno, ul. Turmoncka 19, po remoncie",599000,15359,2,39,https://www.otodom.pl/pl/oferta/brodno-ul-turmoncka-19-po-remoncie-ID4BN7p
"Osiedle Saska, 5 piętro, Loggia 18m2, Bez prowizji",1060000,19371,2,54.72,https://www.otodom.pl/pl/oferta/osiedle-saska-5-pietro-loggia-18m2-bez-prowizji-ID4yDgo
Stara Ochota | kamienica z windą | 84 m² | do zamieszkania,1450000,17262,3,84,https://www.otodom.pl/pl/oferta/stara-ochota-kamienica-z-winda-84-m-do-zamieszkania-ID4BIqU
Styl Modern Retro | Gotowe do wprowadzenia | Po re,825000,15792,4,52.24,https://www.otodom.pl/pl/oferta/styl-modern-retro-gotowe-do-wprowadzenia-po-re-ID4B3tg
RABATY do 300 000PLN Dni Otwarte 20-23.05 blisko METRO Wierzbno !!,1373820,17281,4,79.5,https://www.otodom.pl/pl/oferta/rabaty-do-300-000pln-dni-otwarte-20-23-05-blisko-metro-wierzbno-ID4Bqv3
MEGA klimatyczne mieszkanie w 100letniej kamienicy przy parku,917000,15810,3,58,https://www.otodom.pl/hpr/pl/oferta/mega-klimatyczne-mieszkanie-w-100letniej-kamienicy-przy-parku-ID4BkNX
"Nowy Świat | 65 m² | Wysokie sufity | Mieszkanie, biuro lub inwestycja",1499000,23062,3,65,https://www.otodom.pl/pl/oferta/nowy-swiat-65-m-wysokie-sufity-mieszkanie-biuro-lub-inwestycja-ID4BDAA
Jasna kawalerka 36m2 z osobną kuchnią na Mokotowie,660000,18333,1,36,https://www.otodom.pl/pl/oferta/jasna-kawalerka-36m2-z-osobna-kuchnia-na-mokotowie-ID4BLWy
Mieszkanie 1-pokojowe w Śródmieściu z windą,648000,24000,1,27,https://www.otodom.pl/pl/oferta/mieszkanie-1-pokojowe-w-srodmiesciu-z-winda-ID4BLBj
OSTATNIA szansa na RABAT blisko METRA_Dni otwarte do sob_GOTOWE 5pok!,2735297,19207,5,142.41,https://www.otodom.pl/pl/oferta/ostatnia-szansa-na-rabat-blisko-metra-dni-otwarte-do-sob-gotowe-5pok-ID4ByVR
***Okazja_Rabat 5%_Mieszkanie z WYKOŃCZENIEM_Własność GRUNTU !,14393,N/A,2,37.68,https://www.otodom.pl/pl/oferta/okazja-rabat-5-mieszkanie-z-wykonczeniem-wlasnosc-gruntu-ID4BN73
Mieszkanie przy Metrze z Księgą Wieczystą,555000,11935,2,46.5,https://www.otodom.pl/pl/oferta/mieszkanie-przy-metrze-z-ksiega-wieczysta-ID4BN72
"Mieszkanie na Mokotowie, wysoki standard w świetnej lokalizacji!",929542,15999,3,58.1,https://www.otodom.pl/pl/oferta/mieszkanie-na-mokotowie-wysoki-standard-w-swietnej-lokalizacji-ID4BA9y
Słoneczne 2 pokoje z nową łazienką i balkonem | Winda | Komórka,610000,13261,2,46,https://www.otodom.pl/pl/oferta/sloneczne-2-pokoje-z-nowa-lazienka-i-balkonem-winda-komorka-ID4Bz2E
"Widok na Jeziorko Gocławskie! garaż, idealna lokalizacja, dwustronne",849000,16150,2,52.57,https://www.otodom.pl/pl/oferta/widok-na-jeziorko-goclawskie-garaz-idealna-lokalizacja-dwustronne-ID4ByEE
"z tarasem 9 m, komórką lokatorką 7 m i garażem",1290000,17917,3,72,https://www.otodom.pl/pl/oferta/z-tarasem-9-m-komorka-lokatorka-7-m-i-garazem-ID4BiWb
Nowe 3 pokoje! M. Postojowe/Komórka -> Metro Karolin,717000,14340,3,50,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-m-postojowe-komorka-metro-karolin-ID4BN6x
Najtańsze 2 pokoje + M. Postojowe _ Metro Karolin,527000,15275,2,34.5,https://www.otodom.pl/pl/oferta/najtansze-2-pokoje-m-postojowe-metro-karolin-ID4BN6t
przestronny apartament z miejscem postojowym,1800000,19565,3,92,https://www.otodom.pl/pl/oferta/przestronny-apartament-z-miejscem-postojowym-ID4BkuW
Metro Bemowo | 2 poziomy | Garaż podziemny,1449900,12820,4,113.1,https://www.otodom.pl/pl/oferta/metro-bemowo-2-poziomy-garaz-podziemny-ID4BhrZ
"Po remoncie/3 pok +garderoba/komórka lok/narożne/metro ""Ratusz Bemowo""",1130000,21648,3,52.2,https://www.otodom.pl/pl/oferta/po-remoncie-3-pok-garderoba-komorka-lok-narozne-metro-ratusz-bemowo-ID4Bbrm
"2 pok I 36,36 m2 I Metro Słodowiec I balkon, zieleń, cisza I winda",547000,15044,2,36.36,https://www.otodom.pl/pl/oferta/2-pok-i-36-36-m2-i-metro-slodowiec-i-balkon-zielen-cisza-i-winda-ID4BN6k
Światowida 61B,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/swiatowida-61b-ID4yo3u
3-pokojowe mieszkanie 66m2 + balkon Bezpośrednio,905022,13700,3,66.06,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66m2-balkon-bezposrednio-ID4yo3R
4-pokojowe mieszkanie 76m2 + balkon Bezpośrednio,995203,12999,4,76.56,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-76m2-balkon-bezposrednio-ID4yo42
2-pokojowe mieszkanie 49m2 + balkon Bez Prowizji,729344,14800,2,49.28,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-49m2-balkon-bez-prowizji-ID4yo3C
"MDM, Pl. Konstytucji, Pl. Politechniki, Pl. Zbawiciela.",1670000,21421,4,77.96,https://www.otodom.pl/pl/oferta/mdm-pl-konstytucji-pl-politechniki-pl-zbawiciela-ID4Bp1h
"Mieszkanie 3 Pokoje, Balkon Piwnica, Księga Wiecz.",850000,12445,3,68.3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-balkon-piwnica-ksiega-wiecz-ID4BJyt
"Mieszkanie 2-pokojowe, blisko parku, widok na Las Bielański",579000,18340,2,31.57,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-blisko-parku-widok-na-las-bielanski-ID4BN6j
Słoneczne 4 pokoje + Hala Garażowa - Zobacz osiedle na żywo!,795100,13247,4,60.02,https://www.otodom.pl/pl/oferta/sloneczne-4-pokoje-hala-garazowa-zobacz-osiedle-na-zywo-ID4BN6f
"WYSOKI STANDARD, 3 pokoje + Hala Garażowa -> Metro Karolin",745000,13920,3,53.52,https://www.otodom.pl/pl/oferta/wysoki-standard-3-pokoje-hala-garazowa-metro-karolin-ID4BN6b
***Ostatnie MIESZKANIA z WYKOŃCZENIEM_Rabat 5%_BEZ prowizji i PCC !,14393,N/A,2,36.73,https://www.otodom.pl/pl/oferta/ostatnie-mieszkania-z-wykonczeniem-rabat-5-bez-prowizji-i-pcc-ID4BN63
"BEZPOŚREDNIO, 2-POK DO ZAMIESZKANIA",899000,16345,2,55,https://www.otodom.pl/pl/oferta/bezposrednio-2-pok-do-zamieszkania-ID4Buwp
"Przestronne 2 pokoje, loggia, system SMART",799000,20753,2,38.5,https://www.otodom.pl/pl/oferta/przestronne-2-pokoje-loggia-system-smart-ID4B7Qw
Praga Płd I 2 pokoje | Balkon | Umeblowane | 0% PROWIZJI,953865,20500,2,46.53,https://www.otodom.pl/pl/oferta/praga-pld-i-2-pokoje-balkon-umeblowane-0-prowizji-ID4BN5F
Zaraz GOTOWE 3 pokoje + GARAŻ/BOKS + Umów DNI OTWARTE Z RABATAMI,706900,14082,3,50.2,https://www.otodom.pl/pl/oferta/zaraz-gotowe-3-pokoje-garaz-boks-umow-dni-otwarte-z-rabatami-ID4BN5G
